work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,EN,FT,Cyber Security Analyst,45000.0,EUR,50000.0,FR,50,FR,L
2024,SE,FT,Security Architect,300000.0,USD,300000.0,US,0,US,M
2024,SE,FT,Security Architect,200000.0,USD,200000.0,US,0,US,M
2024,EX,FT,Privacy Officer,297000.0,USD,297000.0,US,0,US,M
2024,EX,FT,Privacy Officer,216000.0,USD,216000.0,US,0,US,M
2024,SE,FT,Security Engineer,190000.0,USD,190000.0,US,0,US,M
2024,SE,FT,Security Engineer,150000.0,USD,150000.0,US,0,US,M
2024,EN,FT,Security Analyst,143300.0,USD,143300.0,US,0,US,M
2024,EN,FT,Security Analyst,81900.0,USD,81900.0,US,0,US,M
2024,MI,FT,Information System Security Manager,179000.0,USD,179000.0,US,0,US,M
2024,MI,FT,Information System Security Manager,112000.0,USD,112000.0,US,0,US,M
2024,MI,FT,Security Engineer,179000.0,USD,179000.0,US,0,US,M
2024,MI,FT,Security Engineer,112000.0,USD,112000.0,US,0,US,M
2024,SE,FT,Security Engineer,269600.0,USD,269600.0,US,0,US,M
2024,MI,FT,Information System Security Officer,140000.0,USD,140000.0,US,0,US,M
2024,MI,FT,Information System Security Officer,62500.0,USD,62500.0,US,0,US,M
2024,EN,FT,SOC Analyst,82000.0,USD,82000.0,US,0,US,M
2024,EN,FT,SOC Analyst,51000.0,USD,51000.0,US,0,US,M
2024,SE,FT,Security Engineer,163200.0,USD,163200.0,US,0,US,M
2024,SE,FT,Security Engineer,125500.0,USD,125500.0,US,0,US,M
2024,SE,FT,Security Engineer,255200.0,USD,255200.0,US,0,US,M
2024,SE,FT,Security Engineer,157800.0,USD,157800.0,US,0,US,M
2024,MI,FT,Security Engineer,163796.0,USD,163796.0,US,100,US,M
2024,MI,FT,Security Engineer,107000.0,USD,107000.0,US,100,US,M
2024,SE,FT,Vulnerability Management Engineer,135000.0,USD,135000.0,US,100,US,M
2024,SE,FT,Vulnerability Management Engineer,75000.0,USD,75000.0,US,100,US,M
2024,SE,FT,Security Consultant,75000.0,GBP,93750.0,GB,0,GB,M
2024,SE,FT,Security Consultant,55000.0,GBP,68750.0,GB,0,GB,M
2024,SE,FT,Security Engineer,230000.0,USD,230000.0,US,0,US,M
2024,SE,FT,Security Engineer,168000.0,USD,168000.0,US,0,US,M
2024,EX,FT,DevSecOps Engineer,165000.0,USD,165000.0,US,0,US,M
2024,EX,FT,DevSecOps Engineer,130000.0,USD,130000.0,US,0,US,M
2024,SE,FT,Security Lead,115000.0,USD,115000.0,US,0,US,M
2024,SE,FT,Security Lead,85000.0,USD,85000.0,US,0,US,M
2024,SE,FT,Security Engineer,238050.0,USD,238050.0,US,0,US,M
2024,SE,FT,Security Engineer,175950.0,USD,175950.0,US,0,US,M
2024,EN,FT,Cyber Threat Analyst,119096.0,USD,119096.0,KR,0,KR,M
2024,EN,FT,Cyber Threat Analyst,74437.0,USD,74437.0,KR,0,KR,M
2024,SE,FT,Security Architect,274800.0,USD,274800.0,US,0,US,M
2024,SE,FT,Security Lead,185000.0,USD,185000.0,US,0,US,M
2024,SE,FT,Security Lead,125000.0,USD,125000.0,US,0,US,M
2024,MI,FT,Security Engineer,175000.0,USD,175000.0,US,0,US,M
2024,MI,FT,Security Engineer,145000.0,USD,145000.0,US,0,US,M
2024,MI,FT,Security Engineer,100000.0,USD,100000.0,US,100,US,M
2024,SE,FT,Security Engineer,179000.0,USD,179000.0,US,0,US,M
2024,SE,FT,Security Engineer,112000.0,USD,112000.0,US,0,US,M
2024,EN,FT,Security Analyst,124000.0,USD,124000.0,US,100,US,M
2024,EN,FT,Security Analyst,99000.0,USD,99000.0,US,100,US,M
2024,MI,FT,Security Engineer,174000.0,USD,174000.0,US,100,US,M
2024,MI,FT,Security Engineer,147900.0,USD,147900.0,US,100,US,M
2024,SE,FT,Security Engineer,160000.0,USD,160000.0,US,0,US,M
2024,MI,FT,Security Engineer,165000.0,USD,165000.0,US,0,US,M
2024,MI,FT,Security Engineer,140000.0,USD,140000.0,US,0,US,M
2024,SE,FT,Cyber Intelligence Analyst,138000.0,USD,138000.0,US,0,US,M
2024,SE,FT,Cyber Intelligence Analyst,86000.0,USD,86000.0,US,0,US,M
2024,SE,FT,Security Engineer,220000.0,USD,220000.0,US,0,US,M
2024,SE,FT,Security Engineer,125000.0,USD,125000.0,US,0,US,M
2024,EN,FT,Cyber Intelligence Analyst,82000.0,USD,82000.0,US,0,US,M
2024,EN,FT,Cyber Intelligence Analyst,51000.0,USD,51000.0,US,0,US,M
2024,SE,FT,Security Engineer,146000.0,USD,146000.0,US,0,US,M
2024,MI,FT,Information Security Analyst,150000.0,USD,150000.0,US,0,US,M
2024,MI,FT,Information Security Analyst,120000.0,USD,120000.0,US,0,US,M
2024,SE,FT,Compliance Analyst,140000.0,USD,140000.0,US,0,US,M
2024,SE,FT,Compliance Analyst,120000.0,USD,120000.0,US,0,US,M
2024,SE,FT,Cyber Intelligence Analyst,234000.0,USD,234000.0,US,0,US,M
2024,SE,FT,Cyber Intelligence Analyst,146000.0,USD,146000.0,US,0,US,M
2024,SE,FT,Security Engineer,138008.0,USD,138008.0,US,0,US,M
2024,SE,FT,Security Engineer,105144.0,USD,105144.0,US,0,US,M
2024,MI,FT,Information System Security Manager,138000.0,USD,138000.0,US,0,US,M
2024,MI,FT,Information System Security Manager,86000.0,USD,86000.0,US,0,US,M
2024,MI,FT,Security Engineer,181916.0,USD,181916.0,US,0,US,M
2024,MI,FT,Security Engineer,115108.0,USD,115108.0,US,0,US,M
2024,MI,FT,Security Engineer,229900.0,USD,229900.0,US,100,US,M
2024,MI,FT,Security Engineer,164200.0,USD,164200.0,US,100,US,M
2024,MI,FT,Security Engineer,166000.0,USD,166000.0,US,0,US,M
2024,MI,FT,Security Engineer,73100.0,USD,73100.0,US,0,US,M
2024,MI,FT,Security Specialist,113541.0,USD,113541.0,CA,0,CA,M
2024,MI,FT,Security Specialist,85155.0,USD,85155.0,CA,0,CA,M
2024,SE,FT,Threat Intelligence Analyst,138000.0,USD,138000.0,US,0,US,M
2024,SE,FT,Threat Intelligence Analyst,86000.0,USD,86000.0,US,0,US,M
